symbol,report_date,revenue,earnings,total_equity,total_liabilities,total_assets,total_debt,operating_cash_flow,free_cash_flow,fetched_at,raw_response
UDNG.JK,2025-06-30,,,55384157809,4031138548,59415296357,,,,2026-09-16T12:15:40.339702+00:00,"{'tax': None, 'date': '2025-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'UDNG.JK', 'revenue': None, 'earnings': None, 'cash_only': 9732255584, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2025-06-30', 'gross_profit': None, 'total_assets': 59415296357, 'total_equity': 55384157809, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 4031138548, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 3049849472, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 55384156809, 'total_current_asset': 12331163132, 'total_non_current_assets': 47084133225, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 981289076, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 9732255584, 'non_interest_bearing_liabilities': None}"
UDNG.JK,2024-12-31,,,55230916631,2381022564,57611939195,,,,2026-09-16T12:15:40.339702+00:00,"{'tax': None, 'date': '2024-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'UDNG.JK', 'revenue': None, 'earnings': None, 'cash_only': 8214776884, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2024-12-31', 'gross_profit': None, 'total_assets': 57611939195, 'total_equity': 55230916631, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 2381022564, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 990563000, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 55230915631, 'total_current_asset': 11219429580, 'total_non_current_assets': 46392509615, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 1390459564, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 8214776884, 'non_interest_bearing_liabilities': None}"
PACK.JK,2026-06-30,,,5194540056633,73912838529,5268452895162,817362404.0,,,2026-09-16T12:15:43.963946+00:00,"{'tax': None, 'date': '2026-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'PACK.JK', 'revenue': None, 'earnings': None, 'cash_only': 805917199686, 'provision': None, 'minorities': None, 'total_debt': 817362404, 'report_date': '2026-06-30', 'gross_profit': None, 'total_assets': 5268452895162, 'total_equity': 5194540056633, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 73912838529, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 73493877151, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 5194352113319, 'total_current_asset': 872820850279, 'total_non_current_assets': 4395632044883, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 418961378, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 805917199686, 'non_interest_bearing_liabilities': None}"
PACK.JK,2025-12-31,,,105500217192,2894126475647,2999626692839,1150019744.0,,,2026-09-16T12:15:43.963946+00:00,"{'tax': None, 'date': '2025-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'PACK.JK', 'revenue': None, 'earnings': None, 'cash_only': 65361870398, 'provision': None, 'minorities': None, 'total_debt': 1150019744, 'report_date': '2025-12-31', 'gross_profit': None, 'total_assets': 2999626692839, 'total_equity': 105500217192, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 2894126475647, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 2893367850002, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 105364902399, 'total_current_asset': 137464162906, 'total_non_current_assets': 2862162529933, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 758625645, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 65361870398, 'non_interest_bearing_liabilities': None}"
PACK.JK,2025-06-30,,,62482216214,7983709448,70465925662,,,,2026-09-16T12:15:43.963946+00:00,"{'tax': None, 'date': '2025-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'PACK.JK', 'revenue': None, 'earnings': None, 'cash_only': 4782546810, 'provision': None, 'minorities': None, 'total_debt': None, 'report_date': '2025-06-30', 'gross_profit': None, 'total_assets': 70465925662, 'total_equity': 62482216214, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 7983709448, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 7983709448, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 62354982379, 'total_current_asset': 70465925662, 'total_non_current_assets': 0, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 0, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 4782546810, 'non_interest_bearing_liabilities': None}"
PACK.JK,2024-12-31,,,57786636437,9131514671,66918151108,2835577461.0,,,2026-09-16T12:15:43.963946+00:00,"{'tax': None, 'date': '2024-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'PACK.JK', 'revenue': None, 'earnings': None, 'cash_only': 4249361630, 'provision': None, 'minorities': None, 'total_debt': 2835577461, 'report_date': '2024-12-31', 'gross_profit': None, 'total_assets': 66918151108, 'total_equity': 57786636437, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 9131514671, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 8508478671, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 57685632437, 'total_current_asset': 26979387200, 'total_non_current_assets': 39938763908, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 623036000, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 4249361630, 'non_interest_bearing_liabilities': None}"
MDIA.JK,2026-03-31,141716426000.0,-8280082000.0,935495254000,2194222124000,3129717378000,3299889000.0,33342610000.0,31858578000.0,2026-09-16T12:15:47.534152+00:00,"{'tax': 0, 'date': '2026-03-31', 'ebit': -3731665000, 'ebitda': 25339262000, 'symbol': 'MDIA.JK', 'revenue': 141716426000, 'earnings': -8280082000, 'cash_only': 11667698000, 'provision': None, 'minorities': -35782000, 'total_debt': 3299889000, 'report_date': '2026-03-31', 'gross_profit': 65352219000, 'total_assets': 3129717378000, 'total_equity': 935495254000, 'net_cash_flow': 5614453000, 'operating_pnl': 14273579000, 'free_cash_flow': 31858578000, 'premium_income': None, 'cost_of_revenue': 76364207000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 51078640000, 'total_liabilities': 2194222124000, 'net_premium_income': None, 'capital_expenditure': 1484032000, 'current_liabilities': 662835853000, 'earnings_before_tax': -8315864000, 'financing_cash_flow': -26419125000, 'investing_cash_flow': -1309032000, 'non_interest_income': 37043000, 'operating_cash_flow': 33342610000, 'stockholders_equity': 918164178000, 'total_current_asset': 576270731000, 'total_non_current_assets': 2553446647000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -22589443000, 'total_non_current_liabilities': 1531386271000, 'interest_expense_non_operating': 4584199000, 'cash_and_short_term_investments': 11667698000, 'non_interest_bearing_liabilities': None}"
MDIA.JK,2025-12-31,139962962000.0,-36565745000.0,943811118000,2393723788000,3337534906000,,25089922000.0,26358823000.0,2026-09-16T12:15:47.534152+00:00,"{'tax': 7366648000, 'date': '2025-12-31', 'ebit': -22593424000, 'ebitda': -13433900000, 'symbol': 'MDIA.JK', 'revenue': 139962962000, 'earnings': -36565745000, 'cash_only': None, 'provision': None, 'minorities': 55256000, 'total_debt': None, 'report_date': '2025-12-31', 'gross_profit': 59609685000, 'total_assets': 3337534906000, 'total_equity': 943811118000, 'net_cash_flow': 516394000, 'operating_pnl': 3470184000, 'free_cash_flow': 26358823000, 'premium_income': None, 'cost_of_revenue': 80353277000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 56139501000, 'total_liabilities': 2393723788000, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 813595371000, 'earnings_before_tax': -29254353000, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': 172787000, 'operating_cash_flow': 25089922000, 'stockholders_equity': 926444260000, 'total_current_asset': 575298918000, 'total_non_current_assets': 2762235988000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -6488142000, 'total_non_current_liabilities': 1580128417000, 'interest_expense_non_operating': 6660929000, 'cash_and_short_term_investments': 6053245000, 'non_interest_bearing_liabilities': None}"
MDIA.JK,2025-09-30,157126496000.0,533787000.0,980024441000,3354952457000,4334976898000,3217162000.0,30251667000.0,22415452000.0,2026-09-16T12:15:47.534152+00:00,"{'tax': 0, 'date': '2025-09-30', 'ebit': 5696358000, 'ebitda': 12025406000, 'symbol': 'MDIA.JK', 'revenue': 157126496000, 'earnings': 533787000, 'cash_only': 5536851000, 'provision': None, 'minorities': -35174000, 'total_debt': 3217162000, 'report_date': '2025-09-30', 'gross_profit': 89113175000, 'total_assets': 4334976898000, 'total_equity': 980024441000, 'net_cash_flow': -245164000, 'operating_pnl': 36362691000, 'free_cash_flow': 22415452000, 'premium_income': None, 'cost_of_revenue': 68013321000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 52750484000, 'total_liabilities': 3354952457000, 'net_premium_income': None, 'capital_expenditure': 7836215000, 'current_liabilities': 969002214000, 'earnings_before_tax': 498613000, 'financing_cash_flow': -22660617000, 'investing_cash_flow': -7836214000, 'non_interest_income': 31795000, 'operating_cash_flow': 30251667000, 'stockholders_equity': 962602327000, 'total_current_asset': 600166173000, 'total_non_current_assets': 3734810725000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -35864078000, 'total_non_current_liabilities': 2385950243000, 'interest_expense_non_operating': 5197745000, 'cash_and_short_term_investments': 5536851000, 'non_interest_bearing_liabilities': None}"
MDIA.JK,2025-06-30,141148856000.0,46912435000.0,979525828000,3365677055000,4345202883000,5269155000.0,21161092000.0,25494631000.0,2026-09-16T12:15:47.534152+00:00,"{'tax': 0, 'date': '2025-06-30', 'ebit': 52548942000, 'ebitda': 58005271000, 'symbol': 'MDIA.JK', 'revenue': 141148856000, 'earnings': 46912435000, 'cash_only': 5782015000, 'provision': None, 'minorities': -42671000, 'total_debt': 5269155000, 'report_date': '2025-06-30', 'gross_profit': 80098428000, 'total_assets': 4345202883000, 'total_equity': 979525828000, 'net_cash_flow': 670673000, 'operating_pnl': 28892985000, 'free_cash_flow': 25494631000, 'premium_income': None, 'cost_of_revenue': 61050428000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 51205443000, 'total_liabilities': 3365677055000, 'net_premium_income': None, 'capital_expenditure': -4333539000, 'current_liabilities': 2235313005000, 'earnings_before_tax': 46869764000, 'financing_cash_flow': -25409776000, 'investing_cash_flow': 4919357000, 'non_interest_income': 28118000, 'operating_cash_flow': 21161092000, 'stockholders_equity': 962068540000, 'total_current_asset': 606676727000, 'total_non_current_assets': 3738526156000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 17976779000, 'total_non_current_liabilities': 1130364050000, 'interest_expense_non_operating': 5679178000, 'cash_and_short_term_investments': 5782015000, 'non_interest_bearing_liabilities': None}"
LUCY.JK,2026-06-30,,,21071931970,47909736398,68981668368,1101724170.0,,,2026-09-16T12:15:51.211246+00:00,"{'tax': None, 'date': '2026-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'LUCY.JK', 'revenue': None, 'earnings': None, 'cash_only': 14641818623, 'provision': None, 'minorities': None, 'total_debt': 1101724170, 'report_date': '2026-06-30', 'gross_profit': None, 'total_assets': 68981668368, 'total_equity': 21071931970, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 47909736398, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 9709699707, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 17613103627, 'total_current_asset': 21631482016, 'total_non_current_assets': 47350186352, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 38200036691, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 14641818623, 'non_interest_bearing_liabilities': None}"
LUCY.JK,2025-12-31,,,25697089834,57687132171,83384222005,26419129337.0,,,2026-09-16T12:15:51.211246+00:00,"{'tax': None, 'date': '2025-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'LUCY.JK', 'revenue': None, 'earnings': None, 'cash_only': 16465193876, 'provision': None, 'minorities': None, 'total_debt': 26419129337, 'report_date': '2025-12-31', 'gross_profit': None, 'total_assets': 83384222005, 'total_equity': 25697089834, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 57687132171, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 27591344516, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 22154333747, 'total_current_asset': 23960218947, 'total_non_current_assets': 59424003058, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 30095787655, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 16465193876, 'non_interest_bearing_liabilities': None}"
LUCY.JK,2025-06-30,,,59330495445,58936394460,118266889905,33851424539.0,,,2026-09-16T12:15:51.211246+00:00,"{'tax': None, 'date': '2025-06-30', 'ebit': None, 'ebitda': None, 'symbol': 'LUCY.JK', 'revenue': None, 'earnings': None, 'cash_only': 11286330300, 'provision': None, 'minorities': None, 'total_debt': 33851424539, 'report_date': '2025-06-30', 'gross_profit': None, 'total_assets': 118266889905, 'total_equity': 59330495445, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 58936394460, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 32149192231, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 54849582792, 'total_current_asset': 43606467796, 'total_non_current_assets': 74660422109, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 26787202229, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 11286330300, 'non_interest_bearing_liabilities': None}"
LUCY.JK,2024-12-31,,,69790673680,65931787850,135722461530,39810943130.0,,,2026-09-16T12:15:51.211246+00:00,"{'tax': None, 'date': '2024-12-31', 'ebit': None, 'ebitda': None, 'symbol': 'LUCY.JK', 'revenue': None, 'earnings': None, 'cash_only': 18939096594, 'provision': None, 'minorities': None, 'total_debt': 39810943130, 'report_date': '2024-12-31', 'gross_profit': None, 'total_assets': 135722461530, 'total_equity': 69790673680, 'net_cash_flow': None, 'operating_pnl': None, 'free_cash_flow': None, 'premium_income': None, 'cost_of_revenue': None, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': None, 'total_liabilities': 65931787850, 'net_premium_income': None, 'capital_expenditure': None, 'current_liabilities': 35934681544, 'earnings_before_tax': None, 'financing_cash_flow': None, 'investing_cash_flow': None, 'non_interest_income': None, 'operating_cash_flow': None, 'stockholders_equity': 65212403961, 'total_current_asset': 52203486113, 'total_non_current_assets': 83518975417, 'financials_sector_metrics': None, 'non_operating_income_or_loss': None, 'total_non_current_liabilities': 29997106306, 'interest_expense_non_operating': None, 'cash_and_short_term_investments': 18939096594, 'non_interest_bearing_liabilities': None}"
MLPT.JK,2026-06-30,938883000000.0,107929000000.0,745801000000,2990887000000,3736688000000,214118000000.0,73746000000.0,61837000000.0,2026-09-16T12:15:54.660957+00:00,"{'tax': 20432000000, 'date': '2026-06-30', 'ebit': 133916000000, 'ebitda': 139380000000, 'symbol': 'MLPT.JK', 'revenue': 938883000000, 'earnings': 107929000000, 'cash_only': 499334000000, 'provision': None, 'minorities': 58000000, 'total_debt': 214118000000, 'report_date': '2026-06-30', 'gross_profit': 155569000000, 'total_assets': 3736688000000, 'total_equity': 745801000000, 'net_cash_flow': -116303000000, 'operating_pnl': 80430000000, 'free_cash_flow': 61837000000, 'premium_income': None, 'cost_of_revenue': 783314000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 75139000000, 'total_liabilities': 2990887000000, 'net_premium_income': None, 'capital_expenditure': 11909000000, 'current_liabilities': 2740385000000, 'earnings_before_tax': 128419000000, 'financing_cash_flow': -178151000000, 'investing_cash_flow': -11898000000, 'non_interest_income': 4848000000, 'operating_cash_flow': 73746000000, 'stockholders_equity': 741634000000, 'total_current_asset': 2821303000000, 'total_non_current_assets': 915385000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 47989000000, 'total_non_current_liabilities': 250502000000, 'interest_expense_non_operating': 5497000000, 'cash_and_short_term_investments': 499334000000, 'non_interest_bearing_liabilities': None}"
MLPT.JK,2026-03-31,839360000000.0,29728000000.0,788108000000,3098843000000,3886951000000,239314000000.0,-113788000000.0,-127461000000.0,2026-09-16T12:15:54.660957+00:00,"{'tax': 16341000000, 'date': '2026-03-31', 'ebit': 52037000000, 'ebitda': 98902000000, 'symbol': 'MLPT.JK', 'revenue': 839360000000, 'earnings': 29728000000, 'cash_only': 610283000000, 'provision': None, 'minorities': -369000000, 'total_debt': 239314000000, 'report_date': '2026-03-31', 'gross_profit': 125668000000, 'total_assets': 3886951000000, 'total_equity': 788108000000, 'net_cash_flow': -183717000000, 'operating_pnl': 40783000000, 'free_cash_flow': -127461000000, 'premium_income': None, 'cost_of_revenue': 713692000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 84885000000, 'total_liabilities': 3098843000000, 'net_premium_income': None, 'capital_expenditure': 13673000000, 'current_liabilities': 2827295000000, 'earnings_before_tax': 45700000000, 'financing_cash_flow': -58396000000, 'investing_cash_flow': -11533000000, 'non_interest_income': 4857000000, 'operating_cash_flow': -113788000000, 'stockholders_equity': 783999000000, 'total_current_asset': 2979396000000, 'total_non_current_assets': 907555000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 4917000000, 'total_non_current_liabilities': 271548000000, 'interest_expense_non_operating': 6337000000, 'cash_and_short_term_investments': 610283000000, 'non_interest_bearing_liabilities': None}"
MLPT.JK,2025-12-31,1118611000000.0,95141000000.0,761180000000,2984492000000,3745672000000,294010000000.0,494360000000.0,488737000000.0,2026-09-16T12:15:54.660957+00:00,"{'tax': 22045000000, 'date': '2025-12-31', 'ebit': 123593000000, 'ebitda': 127510000000, 'symbol': 'MLPT.JK', 'revenue': 1118611000000, 'earnings': 95141000000, 'cash_only': 789653000000, 'provision': None, 'minorities': -27000000, 'total_debt': 294010000000, 'report_date': '2025-12-31', 'gross_profit': 187972000000, 'total_assets': 3745672000000, 'total_equity': 761180000000, 'net_cash_flow': 422787000000, 'operating_pnl': 129372000000, 'free_cash_flow': 488737000000, 'premium_income': None, 'cost_of_revenue': 930639000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 58600000000, 'total_liabilities': 2984492000000, 'net_premium_income': None, 'capital_expenditure': 5623000000, 'current_liabilities': 2673005000000, 'earnings_before_tax': 117159000000, 'financing_cash_flow': -79847000000, 'investing_cash_flow': 8274000000, 'non_interest_income': 3710000000, 'operating_cash_flow': 494360000000, 'stockholders_equity': 757229000000, 'total_current_asset': 2804670000000, 'total_non_current_assets': 941002000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -12213000000, 'total_non_current_liabilities': 311487000000, 'interest_expense_non_operating': 6434000000, 'cash_and_short_term_investments': 789653000000, 'non_interest_bearing_liabilities': None}"
MLPT.JK,2025-09-30,1031249000000.0,136811000000.0,761191000000,2729613000000,3490804000000,269196000000.0,161916000000.0,77520000000.0,2026-09-16T12:15:54.660957+00:00,"{'tax': 25432000000, 'date': '2025-09-30', 'ebit': 168591000000, 'ebitda': None, 'symbol': 'MLPT.JK', 'revenue': 1031249000000, 'earnings': 136811000000, 'cash_only': 366430000000, 'provision': None, 'minorities': -367000000, 'total_debt': 269196000000, 'report_date': '2025-09-30', 'gross_profit': 184527000000, 'total_assets': 3490804000000, 'total_equity': 761191000000, 'net_cash_flow': 50821000000, 'operating_pnl': 128017000000, 'free_cash_flow': 77520000000, 'premium_income': None, 'cost_of_revenue': 846722000000, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 56510000000, 'total_liabilities': 2729613000000, 'net_premium_income': None, 'capital_expenditure': 84396000000, 'current_liabilities': 2436600000000, 'earnings_before_tax': 161876000000, 'financing_cash_flow': -32321000000, 'investing_cash_flow': -78774000000, 'non_interest_income': None, 'operating_cash_flow': 161916000000, 'stockholders_equity': 757177000000, 'total_current_asset': 2512794000000, 'total_non_current_assets': 978010000000, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 33859000000, 'total_non_current_liabilities': 293013000000, 'interest_expense_non_operating': 6715000000, 'cash_and_short_term_investments': 366430000000, 'non_interest_bearing_liabilities': None}"
INET.JK,2026-03-31,383603471565.0,13658452028.0,3732955579367,1957595840407,5690551419774,1531576615350.0,1117195280.0,-432274458503.0,2026-09-16T12:15:58.134013+00:00,"{'tax': 2803487157, 'date': '2026-03-31', 'ebit': 36096878713, 'ebitda': 35196475174, 'symbol': 'INET.JK', 'revenue': 383603471565, 'earnings': 13658452028, 'cash_only': 4490291870699, 'provision': None, 'minorities': 1130630348, 'total_debt': 1531576615350, 'report_date': '2026-03-31', 'gross_profit': 45989261695, 'total_assets': 5690551419774, 'total_equity': 3732955579367, 'net_cash_flow': 4115927243301, 'operating_pnl': 28894747761, 'free_cash_flow': -432274458503, 'premium_income': None, 'cost_of_revenue': 337614209870, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 17094513934, 'total_liabilities': 1957595840407, 'net_premium_income': None, 'capital_expenditure': 433391653783, 'current_liabilities': 1312187171070, 'earnings_before_tax': 17592569533, 'financing_cash_flow': 4553925927779, 'investing_cash_flow': -439115879758, 'non_interest_income': 7478874243, 'operating_cash_flow': 1117195280, 'stockholders_equity': 3637297437905, 'total_current_asset': 4853931957881, 'total_non_current_assets': 836619461893, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -11302178228, 'total_non_current_liabilities': 645408669337, 'interest_expense_non_operating': 18504309180, 'cash_and_short_term_investments': 4490291870699, 'non_interest_bearing_liabilities': None}"
INET.JK,2025-12-31,23214959341.0,5114694869.0,429211626608,331159581647,760371208255,9809263197.0,273114679581.0,247524205656.0,2026-09-16T12:15:58.134013+00:00,"{'tax': 1166377396, 'date': '2025-12-31', 'ebit': 6278506434, 'ebitda': 6644588987, 'symbol': 'INET.JK', 'revenue': 23214959341, 'earnings': 5114694869, 'cash_only': 404440595923, 'provision': None, 'minorities': -351680, 'total_debt': 9809263197, 'report_date': '2025-12-31', 'gross_profit': 11469531246, 'total_assets': 760371208255, 'total_equity': 429211626608, 'net_cash_flow': 244289108239, 'operating_pnl': 5712410108, 'free_cash_flow': 247524205656, 'premium_income': None, 'cost_of_revenue': 11745428095, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 5757121138, 'total_liabilities': 331159581647, 'net_premium_income': None, 'capital_expenditure': 25590473925, 'current_liabilities': 322527200724, 'earnings_before_tax': 6280720585, 'financing_cash_flow': 61060693349, 'investing_cash_flow': -89886264691, 'non_interest_income': 1225786659, 'operating_cash_flow': 273114679581, 'stockholders_equity': 429192026162, 'total_current_asset': 478221061779, 'total_non_current_assets': 282150146476, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 568310477, 'total_non_current_liabilities': 8632380923, 'interest_expense_non_operating': -2214151, 'cash_and_short_term_investments': 404440595923, 'non_interest_bearing_liabilities': None}"
INET.JK,2025-09-30,23602196146.0,11599336505.0,361521276404,93071993903,454593270307,10241139525.0,76790761151.0,16319072664.0,2026-09-16T12:15:58.134013+00:00,"{'tax': 3324817470, 'date': '2025-09-30', 'ebit': 15406500362, 'ebitda': 15784982000, 'symbol': 'INET.JK', 'revenue': 23602196146, 'earnings': 11599336505, 'cash_only': 160151487684, 'provision': None, 'minorities': -5615018, 'total_debt': 10241139525, 'report_date': '2025-09-30', 'gross_profit': 15636659254, 'total_assets': 454593270307, 'total_equity': 361521276404, 'net_cash_flow': 64202490830, 'operating_pnl': 15234011333, 'free_cash_flow': 16319072664, 'premium_income': None, 'cost_of_revenue': 7965536892, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 402647921, 'total_liabilities': 93071993903, 'net_premium_income': None, 'capital_expenditure': 60471688487, 'current_liabilities': 83897072854, 'earnings_before_tax': 14918538957, 'financing_cash_flow': 66401864935, 'investing_cash_flow': -78990135256, 'non_interest_income': 194691235, 'operating_cash_flow': 76790761151, 'stockholders_equity': 361502892091, 'total_current_asset': 188094165453, 'total_non_current_assets': 266499104854, 'financials_sector_metrics': None, 'non_operating_income_or_loss': -315472376, 'total_non_current_liabilities': 9174921049, 'interest_expense_non_operating': 487961405, 'cash_and_short_term_investments': 160151487684, 'non_interest_bearing_liabilities': None}"
INET.JK,2025-06-30,32899883100.0,6241950479.0,291446888390,20114347529,311561235919,1200239273.0,-817013525.0,-4296821142.0,2026-09-16T12:15:58.134013+00:00,"{'tax': 1890484134, 'date': '2025-06-30', 'ebit': 8170779158, 'ebitda': 8170779158, 'symbol': 'INET.JK', 'revenue': 32899883100, 'earnings': 6241950479, 'cash_only': 95948996854, 'provision': None, 'minorities': 5442242, 'total_debt': 1200239273, 'report_date': '2025-06-30', 'gross_profit': 11610885619, 'total_assets': 311561235919, 'total_equity': 291446888390, 'net_cash_flow': 22239139351, 'operating_pnl': 8058629097, 'free_cash_flow': -4296821142, 'premium_income': None, 'cost_of_revenue': 21288997481, 'non_loan_assets': None, 'premium_expense': None, 'operating_expense': 3552256522, 'total_liabilities': 20114347529, 'net_premium_income': None, 'capital_expenditure': 3479807617, 'current_liabilities': 18934623702, 'earnings_before_tax': 8137876855, 'financing_cash_flow': 51022272493, 'investing_cash_flow': -27966119617, 'non_interest_income': 124329740, 'operating_cash_flow': -817013525, 'stockholders_equity': 291421368547, 'total_current_asset': 145628459311, 'total_non_current_assets': 165932776608, 'financials_sector_metrics': None, 'non_operating_income_or_loss': 79247758, 'total_non_current_liabilities': 1179723827, 'interest_expense_non_operating': 32902303, 'cash_and_short_term_investments': 95948996854, 'non_interest_bearing_liabilities': None}"
